transaction_id,date,product_id,customer_id,region,quantity,unit_price,discount,revenue
T106724,2024-02-15,P0017,C00032,North,2.0,382.2,0.05,726.18
T105803,19/04/2023,P0006,C00103,West,3.0,7884.39,0.0,23653.17
T106117,2024-06-16,P0016,C00155,West,7.0,2604.21,0.0,18229.47
T102391,06/20/2023,P0036,C00189,North,1.0,4229.62,0.05,4018.14
T103098,02-Nov-2025,P0026,C00220,,9.0,13905.57,0.0,125150.13
T105321,22/08/2024,P0014,C00074,East,7.0,500.0,0.1,3150.0
T101983,15/01/2024,P0011,C00077,South,4.0,8863.25,0.0,35453.0
T108057,01/02/2024,P0035,C00054,Central,5.0,8930.77,0.0,44653.85
T101554,02-Oct-2023,P0040,C00037,South,11.0,12756.37,0.0,140320.07
T108285,28/08/2024,P0018,C00072,West,4.0,6437.51,,23175.04
T107791,07-Sep-2023,P0005,C00248,North,6.0,8621.09,0.0,51726.54
T107447,04/21/2023,P0009,C00061,West,3.0,11247.7,0.0,33743.1
T105378,12/22/2023,P0024,C00206,North,7.0,11884.11,0.0,83188.77
T103803,14-Jul-2024,P0017,C00005,East,6.0,382.2,0.0,2293.2
T101677,04/09/2023,P0036,C00114,South,5.0,4229.62,0.15,17975.88
T103068,08/06/2024,P0020,C00007,Central,3.0,4508.3,0.0,13524.9
T106805,2023-01-01,P0038,C00168,North,1.0,5836.46,0.0,5836.46
T100901,08/04/2024,P0022,C00054,Central,10.0,3102.81,0.1,27925.29
T105884,2023-09-14,P0022,C00236,East,3.0,3102.81,0.0,9308.43
T102296,05-Oct-2023,P0037,C00117,West,8.0,8484.46,20.0,54300.54
T108922,11/04/2025,P0019,C00051,East,4.0,6013.99,0.05,22853.16
T100296,19-Jul-2024,P0035,C00207,Central,6.0,8930.77,0.0,53584.62
T107827,04/04/2024,P0017,C00139,South,4.0,382.2,0.15,1299.48
T100057,11/14/2025,P0030,C00173,Central,3.0,6824.34,0.05,19449.37
T105972,13-Jul-2024,P0039,C00203,West,3.0,14579.92,0.1,39365.78
T107089,2024-12-01,P0029,C00040,North,8.0,12773.07,0.05,97075.33
T107161,02-Apr-2023,P0029,C00008,South,5.0,12773.07,0.0,63865.35
T105513,05/27/2023,P0011,C00135,North,3.0,8863.25,0.1,23930.78
T102676,18/10/2023,P0029,C00185,Central,2.0,12773.07,0.0,25546.14
T105228,23-Aug-2024,P0015,C00104,South,4.0,4549.66,0.0,18198.64
T108974,01-Sep-2025,P0026,C00195,East,4.0,13905.57,0.0,55622.28
T107671,24/02/2025,P0020,C00051,East,6.0,4508.3,0.0,27049.8
T106315,12/04/2025,P0013,C00061,West,3.0,9164.46,0.0,27493.38
T100295,10/11/2023,P0001,C00052,East,1.0,6017.98,0.0,6017.98
T102580,14-Jun-2024,P0024,C00156,,3.0,11884.11,0.0,35652.33
T103891,02-Apr-2023,P0024,C00091,Central,1.0,11884.11,0.0,11884.11
T108622,07/15/2023,P0032,C00060,,7.0,5656.65,0.05,37616.72
T100648,03/30/2023,P0007,C00014,Central,5.0,14423.4,0.0,72117.0
T101370,11/02/2024,P0040,C00049,East,5.0,12756.37,0.0,63781.85
T108986,2025-05-27,P0024,C00051,East,4.0,11884.11,0.0,47536.44
T105770,15-Feb-2024,P0039,C00084,North,3.0,14579.92,0.1,39365.78
T106653,2024-02-20,P0037,C00180,Central,3.0,8484.46,0.0,25453.38
T106006,02/24/2024,P0022,C00161,West,3.0,3102.81,0.2,7446.74
T107631,2024-01-09,P0031,C00220,,2.0,,0.05,2977.0
T101343,11/06/2023,P0015,C00169,Central,12.0,4549.66,0.05,51866.12
T100681,10-Jun-2024,P0008,C00211,West,5.0,499.0,0.0,2495.0
T100434,2024-05-04,P0024,C00245,Central,4.0,11884.11,0.0,47536.44
T104629,15-Nov-2025,P0021,C00026,North,19.0,359.09,0.0,6822.71
T105209,05/18/2025,P0023,C00013,Central,4.0,10713.43,0.0,42853.72
T101489,2023-04-10,P0013,C00098,East,5.0,9164.46,0.0,"₹45,822.30"
T100812,2023-05-06,P0011,C00001,West,5.0,8863.25,0.0,44316.25
T101882,2025-03-13,P0002,C00163,,2.0,13910.88,,27821.76
T107084,09-Feb-2023,P0002,C00034,East,-10.0,13910.88,0.0,139108.8
T104028,15-Mar-2023,P0032,C00181,South,2.0,5656.65,0.0,11313.3
T103055,23/04/2024,P0002,C00052,East,3.0,13910.88,0.0,41732.64
T101940,2025-12-02,P0014,C00249,West,9.0,500.0,0.1,4050.0
T105507,2023-01-01,P0036,C00162,north,5.0,4229.62,0.05,20090.69
T103498,2023-10-28,P0036,C00164,North,2.0,4229.62,0.0,8459.24
T101612,2023-03-10,P0030,C00203,West,7.0,6824.34,0.0,47770.38
T101181,2024-03-28,P0019,C00158,East,4.0,6013.99,0.0,24055.96
T101375,11/11/2024,P0037,C00002,West,8.0,8484.46,0.05,64481.9
T107071,2023-11-07,P0024,C00246,South,9.0,11884.11,0.2,85565.59
T104442,30-Dec-2025,P0006,C00069,Central,7.0,7884.39,0.0,55190.73
T100626,24/03/2023,P0023,C00139,South,2.0,10713.43,0.0,21426.86
T106846,03/30/2024,P0021,C00196,East,3.0,359.09,0.0,1077.27
T101669,31/08/2025,P0031,C00058,East,3.0,1566.84,0.0,4700.52
T102112,17-Dec-2025,P0008,C00001,West,11.0,499.0,,5214.55
T106551,24-Sep-2023,P0012,C00108,West,5.0,14484.04,0.0,72420.2
T105686,15/12/2023,P0039,C00160,South,3.0,14579.92,0.0,43739.76
T105397,15-Jun-2025,P0011,C00079,,7.0,8863.25,0.0,62042.75
T100084,15/12/2025,P0024,C00078,West,1.0,11884.11,0.0,11884.11
T105764,08/22/2024,P0029,C00088,South,4.0,12773.07,0.0,51092.28
T103780,08/29/2025,P0020,C00199,Central,4.0,4508.3,0.05,17131.54
T102283,17-Dec-2024,P0011,C00124,West,1.0,8863.25,0.0,8863.25
T106841,30-Mar-2025,P0021,C00021,Central,4.0,359.09,0.0,1436.36
T103309,04/15/2024,P0003,C00120,West,7.0,10949.99,0.0,76649.93
T100418,2024-05-06,P0015,C00078,West,10.0,4549.66,0.0,45496.6
T104309,28/11/2025,P0039,C00244,South,3.0,14579.92,0.0,"₹43,739.76"
T102984,27/07/2025,P0027,C00020,North,2.0,9818.49,0.0,19636.98
T102709,04/21/2023,P0023,C00135,North,4.0,10713.43,0.0,42853.72
T102357,12/09/2025,P0015,C00026,North,5.0,4549.66,0.1,20473.47
T106226,10/04/2024,P0032,C00049,East,3.0,5656.65,0.0,16969.95
T101366,13/06/2025,P0031,C00114,South,3.0,1566.84,0.0,4700.52
T100293,22-Aug-2023,P0040,C00038,West,4.0,12756.37,0.0,51025.48
T107143,03/08/2025,P0012,C00132,Central,3.0,14484.04,0.1,39106.91
T108621,26-Mar-2024,P0037,C00156,South,3.0,8484.46,0.0,25453.38
T101506,01/25/2023,P0031,C00014,Central,2.0,1566.84,0.0,"₹3,133.68"
T108230,2023-01-25,P0037,C00062,,1.0,8484.46,0.0,8484.46
T106088,30/08/2023,P0023,C00231,north,4.0,10713.43,0.0,42853.72
T101634,19/04/2023,P0038,C00143,South,5.0,5836.46,0.0,29182.3
T103328,08/08/2024,P0003,C00144,West,4.0,10949.99,0.05,41609.96
T104588,2023-12-22,P0020,C00214,Central,4.0,4508.3,0.0,18033.2
T103615,14-Feb-2024,P0024,C00015,South,1.0,11884.11,0.1,10695.7
T103411,2024-03-22,P0034,C00240,South,2.0,10038.95,0.0,"₹20,077.90"
T101563,11/21/2024,P0030,C00108,West,8.0,6824.34,0.05,"₹51,864.98"
T107599,31/03/2025,P0014,C00034,East,3.0,500.0,0.0,"₹1,500.00"
T105198,14-Jun-2023,P0026,C00194,East,2.0,13905.57,0.0,27811.14
T101979,2024-08-29,P0025,C00024,South,6.0,9148.51,0.0,54891.06
T101883,20/08/2024,P0039,C00193,East,3.0,14579.92,0.0,43739.76
T100438,11-Oct-2025,P0016,C00129,Central,8.0,2604.21,0.0,20833.68
T108192,30-Oct-2023,P0009,C00160,South,7.0,11247.7,0.0,78733.9
T103395,2025-08-13,P0005,C00145,North,6.0,8621.09,0.0,51726.54
T103844,2025-10-06,P0009,C00060,,1.0,11247.7,0.0,11247.7
T106462,11-Aug-2023,P0011,C00034,,4.0,,0.2,28362.4
T107733,09/10/2024,P0010,C00084,North,1.0,8164.43,0.0,8164.43
T102280,30-Jan-2023,P0033,C00126,West,2.0,10082.29,0.2,16131.66
T107013,17/08/2025,P0039,C00165,West,6.0,14579.92,0.0,87479.52
T106827,26-Aug-2025,P0025,C00079,South,6.0,9148.51,0.1,49401.95
T104467,25/06/2024,P0012,C00167,East,6.0,14484.04,0.0,86904.24
T100373,16-Jul-2024,P0001,C00158,East,3.0,6017.98,0.0,18053.94
T104302,2024-01-29,P0007,C00240,South,8.0,14423.4,,109617.84
T102585,07/14/2023,P0010,C00220,,3.0,8164.43,0.1,22043.96
T101332,01/20/2025,P0034,C00111,North,4.0,10038.95,0.1,36140.22
T105500,22-Sep-2023,P0008,C00021,Central,4.0,499.0,0.0,"₹1,996.00"
T102879,01-Sep-2025,P0026,C00109,North,8.0,13905.57,0.0,111244.56
T103378,11-Nov-2024,P0033,C00157,Central,7.0,10082.29,0.0,70576.03
T101784,29-Apr-2024,P0027,C00085,Central,4.0,9818.49,0.0,39273.96
T105431,12/30/2025,P0039,C00023,West,1.0,14579.92,0.0,"₹14,579.92"
T105583,12/02/2024,P0015,C00184,East,6.0,4549.66,0.0,27297.96
T103283,05/07/2025,P0016,C00173,Central,2.0,2604.21,0.05,4948.0
T106063,2024-10-29,P0006,C00213,South,3.0,7884.39,0.0,23653.17
T108425,2023-11-10,P0012,C00039,North,9.0,14484.04,,130356.36
T104978,09/21/2024,P0033,C00248,North,5.0,10082.29,0.0,50411.45
T108835,2025-12-06,P0039,C00204,Central,9.0,14579.92,0.0,131219.28
T103937,2025-02-01,P0040,C00182,North,5.0,12756.37,0.0,63781.85
T107670,06/14/2024,P0008,C00186,,5.0,499.0,0.05,2370.25
T106517,07/02/2025,P0012,C00112,South,2.0,14484.04,0.0,28968.08
T108673,05/08/2023,P0027,C00125,North,6.0,9818.49,0.0,58910.94
T103852,24-Feb-2024,P0010,C00182,North,9.0,8164.43,0.0,73479.87
T104080,09/02/2023,P0034,C00100,East,7.0,10038.95,0.0,70272.65
T107397,27-Nov-2023,P0030,C00045,West,3.0,6824.34,0.0,20473.02
T107271,2024-11-06,P0006,C00190,North,5.0,7884.39,0.15,33508.66
T101541,06-Jan-2025,P0021,C00078,West,4.0,359.09,0.0,1436.36
T105642,29/09/2025,P0005,C00155,West,4.0,8621.09,0.0,34484.36
T100322,05/30/2024,P0023,C00243,,4.0,10713.43,0.0,42853.72
T102031,04/04/2025,P0014,C00101,East,4.0,500.0,0.0,2000.0
T100993,02/07/2023,P0028,C00225,SOUTH ,6.0,13737.15,0.0,82422.9
T104205,2023-05-03,P0010,C00164,North,3.0,,0.0,24493.29
T107765,24/08/2023,P0008,C00037,South,2.0,499.0,0.0,998.0
T107244,05/17/2024,P0021,C00055,South,5.0,359.09,0.0,1795.45
T107228,2025-07-30,P0001,C00052,East,3.0,6017.98,0.0,18053.94
T103295,2024-09-02,P0035,C00098,East,3.0,8930.77,0.1,24113.08
T106500,07-Mar-2025,P0029,C00164,North,3.0,12773.07,0.05,36403.25
T102184,11/17/2025,P0040,C00221,West,7.0,12756.37,0.0,89294.59
T100110,20/08/2024,P0031,C00109,North,3.0,1566.84,0.0,4700.52
T104149,14-Oct-2025,P0032,C00062,South,5.0,5656.65,0.0,28283.25
T105562,22-Apr-2025,P0003,C00074,East,8.0,10949.99,0.0,87599.92
T101079,06/23/2024,P0024,C00057,East,3.0,11884.11,0.0,35652.33
T102226,11/06/2023,P0004,C00095,Central,2.0,4999.13,0.0,9998.26
T106947,06/04/2025,P0011,C00064,North,6.0,8863.25,0.15,45202.58
T108324,12/01/2024,P0004,C00095,Central,3.0,4999.13,0.0,14997.39
T102705,2023-06-20,P0002,C00248,North,5.0,13910.88,0.05,66076.68
T105629,17-Oct-2024,P0018,C00157,Central,3.0,6437.51,0.0,19312.53
T104486,08/17/2023,P0006,C00096,Central,3.0,7884.39,0.0,23653.17
T101164,2025-12-08,P0030,C00021,,14.0,6824.34,,85986.68
T102970,23-Jun-2024,P0024,C00209,East,4.0,11884.11,0.15,40405.97
T101450,08/02/2024,P0001,C00092,SOUTH ,7.0,6017.98,0.0,42125.86
T107660,27-Jan-2023,P0013,C00029,East,4.0,9164.46,0.0,36657.84
T106670,14/06/2024,P0004,C00122,West,2.0,4999.13,,9998.26
T105045,2024-01-27,P0040,C00107,East,5.0,12756.37,0.2,51025.48
T105679,12/31/2024,P0010,C00035,Central,5.0,8164.43,0.0,40822.15
T104965,2023-08-27,P0022,C00210,North,5.0,3102.81,0.0,15514.05
T107440,13-Mar-2025,P0025,C00099,North,4.0,9148.51,0.0,36594.04
T106692,03/07/2024,P0012,C00113,East,3.0,14484.04,0.0,43452.12
T104908,11/11/2025,P0005,C00176,,7.0,8621.09,0.05,57330.25
T103286,21-Nov-2024,P0038,C00070,West,7.0,5836.46,0.0,40855.22
T104099,2025-01-07,P0039,C00186,North,4.0,14579.92,0.0,58319.68
T102957,03-Jul-2025,P0006,C00216,South,3.0,7884.39,0.1,21287.85
T108218,06/08/2023,P0001,C00163,,7.0,6017.98,0.0,42125.86
T107355,08/22/2023,P0025,C00142,Central,3.0,9148.51,0.0,27445.53
T101514,15/02/2023,P0027,C00133,East,4.0,9818.49,0.0,39273.96
T102313,10-May-2024,P0012,C00128,South,6.0,14484.04,0.0,86904.24
T108340,18/09/2024,P0006,C00193,East,2.0,7884.39,0.15,13403.46
T101451,18/11/2025,P0025,C00068,north,5.0,9148.51,0.0,45742.55
T102020,02/28/2025,P0030,C00158,East,2.0,6824.34,0.15,11601.38
T103567,09/25/2024,P0017,C00103,West,2.0,382.2,0.0,764.4
T104720,2025-10-04,P0013,C00073,South,8.0,9164.46,0.0,73315.68
T106632,07/05/2023,P0020,C00206,North,4.0,4508.3,0.0,18033.2
T104613,31-Jan-2023,P0005,C00113,East,1.0,8621.09,0.0,8621.09
T100838,24-Nov-2025,P0016,C00187,North,7.0,2604.21,0.0,"₹18,229.47"
T101086,18/02/2023,P0029,C00101,East,7.0,12773.07,0.0,89411.49
T102374,02/03/2025,P0015,C00224,Central,6.0,4549.66,0.0,27297.96
T103542,2024-03-18,P0027,C00018,Central,5.0,9818.49,0.0,49092.45
T105835,03/10/2025,P0037,C00117,West,7.0,8484.46,0.0,59391.22
T107310,07/04/2025,P0007,C00170,West,4.0,14423.4,0.05,54808.92
T105298,17-Feb-2025,P0034,C00127,SOUTH ,8.0,10038.95,0.0,80311.6
T106137,18/10/2023,P0001,C00083,South,4.0,6017.98,0.0,24071.92
T108565,05/21/2025,P0031,C00010,South,4.0,1566.84,0.0,6267.36
T100450,01/09/2024,P0033,C00118,Central,6.0,10082.29,0.0,60493.74
T104562,19/07/2025,P0011,C00219,West,2.0,8863.25,0.0,17726.5
T101714,2023-09-08,P0039,C00085,Central,3.0,14579.92,0.05,41552.77
T104708,2023-12-10,P0022,C00062,south,6.0,3102.81,0.0,18616.86
T108599,26/09/2025,P0011,C00225,SOUTH ,4.0,8863.25,0.0,35453.0
T100339,2024-06-25,P0010,C00049,East,5.0,8164.43,0.05,38781.04
T103692,29-Oct-2024,P0015,C00122,West,7.0,4549.66,0.0,31847.62
T105521,2025-01-28,P0017,C00239,East,4.0,382.2,0.0,1528.8
T104222,11-Apr-2025,P0021,C00172,Central,7.0,359.09,,2513.63
T107559,2024-06-18,P0012,C00086,West,6.0,14484.04,0.15,73868.6
T102670,2024-04-20,P0030,C00068,north,1.0,6824.34,0.05,6483.12
T101419,10/01/2024,P0039,C00063,North,2.0,14579.92,0.15,"₹24,785.86"
T100034,12/26/2025,P0015,C00041,,3.0,4549.66,0.0,13648.98
T107517,01-Dec-2023,P0040,C00186,North,6.0,12756.37,0.0,76538.22
T105912,30-Jan-2025,P0007,C00009,Central,1.0,14423.4,0.0,14423.4
T105090,10/10/2024,P0013,C00193,east,6.0,9164.46,0.1,49488.08
T108224,05/25/2025,P0031,C00145,North,3.0,1566.84,0.0,4700.52
T101410,16-Dec-2024,P0031,C00229,East,11.0,1566.84,0.0,17235.24
T103481,2025-05-17,P0024,C00248,North,6.0,11884.11,0.0,71304.66
T102170,07/11/2023,P0004,C00079,South,4.0,4999.13,0.0,19996.52
T104239,27/04/2025,P0006,C00042,Central,4.0,7884.39,0.0,31537.56
T100889,01/30/2024,P0012,C00135,North,5.0,14484.04,0.0,72420.2
T108568,2024-09-19,P0011,C00160,South,4.0,8863.25,,35453.0
T108255,08-Oct-2025,P0001,C00002,West,3.0,6017.98,0.1,16248.55
T106037,08/25/2023,P0036,C00163,,3.0,4229.62,0.0,12688.86
T102244,2025-05-27,P0011,C00091,Central,3.0,8863.25,0.2,21271.8
T105022,11-Oct-2023,P0032,C00049,East,4.0,5656.65,0.0,22626.6
T106081,2025-06-23,P0025,C00169,Central,6.0,9148.51,0.0,54891.06
T103661,06-Aug-2024,P0003,C00035,Central,5.0,10949.99,0.0,54749.95
T108626,09-Jan-2023,P0039,C00064,North,4.0,14579.92,0.2,46655.74
T105842,13/08/2024,P0004,C00236,East,6.0,4999.13,0.05,28495.04
T100432,20-Sep-2024,P0029,C00010,South,7.0,12773.07,0.0,89411.49
T101654,2024-08-19,P0001,C00004,East,4.0,6017.98,0.0,24071.92
T100178,12-Feb-2023,P0013,C00016,West,3.0,9164.46,0.0,27493.38
T108710,15/05/2024,P0037,C00164,North,4.0,8484.46,0.0,33937.84
T107474,2025-08-20,P0013,C00168,North,3.0,9164.46,0.0,27493.38
T107529,13/02/2023,P0036,C00040,North,1.0,4229.62,0.0,4229.62
T106129,13/08/2024,P0026,C00061,West,3.0,13905.57,0.0,41716.71
T101886,08-Jul-2025,P0033,C00127,SOUTH ,7.0,10082.29,0.0,70576.03
T107477,29/07/2023,P0011,C00018,Central,5.0,8863.25,0.2,35453.0
T101786,24-Jul-2024,P0002,C00061,West,6.0,13910.88,0.0,83465.28
T104077,08/27/2025,P0030,C00203,West,3.0,6824.34,0.0,20473.02
T103522,2025-06-17,P0029,C00049,East,8.0,12773.07,0.0,102184.56
T104335,06/30/2023,P0018,C00160,South,5.0,6437.51,0.0,"₹32,187.55"
T102181,09/30/2023,P0032,C00193,East,3.0,5656.65,,16969.95
T105522,27-Dec-2025,P0040,C00109,North,9.0,,0.1,103326.6
T105159,30/09/2024,P0019,C00138,Central,4.0,6013.99,0.1,21650.36
T102069,13-Oct-2025,P0030,C00108,West,1.0,6824.34,0.0,6824.34
T106641,05/19/2023,P0012,C00097,West,2.0,14484.04,0.0,28968.08
T105023,11-Aug-2023,P0012,C00148,North,3.0,14484.04,0.2,34761.7
T104051,2025-12-15,P0004,C00176,East,1.0,4999.13,0.0,4999.13
T100880,09/25/2025,P0014,C00081,West,2.0,500.0,0.0,1000.0
T106501,07/13/2024,P0020,C00214,Central,2.0,4508.3,0.0,9016.6
T104174,02-Dec-2025,P0028,C00155,West,13.0,13737.15,0.0,178582.95
T103379,05-Aug-2024,P0006,C00228,South,4.0,7884.39,0.0,"₹31,537.56"
T106860,2025-04-15,P0029,C00085,Central,2.0,12773.07,0.0,25546.14
T107738,03/15/2024,P0001,C00131,West,3.0,6017.98,0.0,18053.94
T103961,08-Mar-2024,P0033,C00046,South,4.0,10082.29,0.0,40329.16
T108109,06-Oct-2023,P0018,C00233,West,8.0,6437.51,0.15,43775.07
T103467,25-Mar-2024,P0022,C00117,West,7.0,3102.81,0.05,20633.69
T105994,03/10/2023,P0015,C00229,East,4.0,4549.66,0.1,16378.78
T101706,2023-03-12,P0028,C00204,Central,1.0,13737.15,0.05,13050.29
T101158,05-Apr-2024,P0007,C00143,South,1.0,14423.4,0.0,14423.4
T102306,2023-01-08,P0040,C00217,North,4.0,12756.37,0.0,51025.48
T107374,2025-06-18,p0030 ,C00083,South,3.0,6824.34,0.0,20473.02
T107887,06-Apr-2024,P0022,C00108,West,6.0,3102.81,0.0,18616.86
T106872,2023-11-20,P0011,C00245,Central,6.0,8863.25,0.0,53179.5
T105235,28-Apr-2025,P0026,C00228,South,4.0,13905.57,0.0,55622.28
T106423,05/31/2024,P0031,C00231,north,10.0,1566.84,0.0,15668.4
T103905,14/01/2025,P0038,C00223,Central,6.0,,0.0,35018.76
T106693,04-Oct-2024,P0008,C00134,East,6.0,499.0,0.0,2994.0
T108140,30-Oct-2025,P0033,C00240,South,3.0,10082.29,0.0,"₹30,246.87"
T105635,18-Aug-2024,P0004,C00088,South,7.0,4999.13,0.2,27995.13
T101564,08/05/2024,P0013,C00198,West,4.0,9164.46,0.05,34824.95
T101782,2023-11-10,P0013,C00181,South,4.0,9164.46,0.15,31159.16
T108063,19-Jun-2024,P0016,C00054,Central,4.0,2604.21,0.0,10416.84
T104623,07-Dec-2023,P0013,C00103,West,4.0,9164.46,0.05,34824.95
T103298,2025-09-15,P0021,C00009,Central,11.0,359.09,0.0,3949.99
T100904,2024-02-11,P0021,C00035,Central,1.0,359.09,0.0,359.09
T108816,03/19/2024,P0024,C00015,South,1.0,11884.11,0.0,11884.11
T105422,12-Apr-2025,P0023,C00075,,9.0,10713.43,0.05,91599.83
T107557,14-Sep-2025,P0036,C00037,South,8.0,4229.62,0.0,33836.96
T106789,07/11/2025,P0006,C00219,West,6.0,7884.39,0.05,44941.02
T102080,20/12/2024,P0009,C00006,East,11.0,11247.7,0.0,123724.7
T101565,05/04/2024,P0009,C00017, East,6.0,11247.7,0.1,60737.58
T104934,25/10/2023,P0006,C00144,West,1.0,7884.39,0.0,7884.39
T103570,01-Jun-2025,P0011,C00117,West,3.0,8863.25,0.05,25260.26
T105273,2023-08-04,P0012,C00197,South,5.0,14484.04,0.0,"₹72,420.20"
T103704,2023-09-11,P0006,C00083,South,4.0,7884.39,,28383.8
T105106,10/10/2025,P0033,C00011,East,5.0,10082.29,0.0,50411.45
T107981,05/01/2024,P0026,C00163,,3.0,13905.57,0.0,41716.71
T106143,26-Dec-2025,P0008,C00143,South,9.0,499.0,0.0,4491.0
T105312,15/12/2025,P0003,C00060,,5.0,10949.99,0.2,43799.96
T101113,14-Jan-2025,P0027,C00010,South,3.0,9818.49,0.15,25037.15
T102646,24-Apr-2024,P0028,C00067,,3.0,13737.15,0.0,41211.45
T103914,2025-08-30,P0032,C00071, East,3.0,5656.65,0.15,14424.46
T105904,05/03/2025,P0016,C00160,South,7.0,2604.21,0.0,18229.47
T105409,27/08/2023,P0030,C00206,North,4.0,6824.34,0.0,27297.36
T107813,11/01/2025,P0025,C00126,West,,9148.51,0.15,23328.7
T102300,01/30/2025,P0013,C00035,Central,4.0,9164.46,0.0,36657.84
T105780,12-Dec-2025,P0004,C00143,South,9.0,4999.13,0.05,42742.56
T100254,17-Jun-2024,P0015,C00204,Central,7.0,4549.66,0.1,28662.86
T108074,17/12/2024,P0039,C00174,Central,1.0,14579.92,0.0,14579.92
T108207,05/11/2023,P0038,C00045,West,7.0,,0.0,40855.22
T106381,30/03/2023,P0038,C00071, East,4.0,5836.46,0.0,23345.84
T107248,08/19/2023,P0017,C00037,South,4.0,382.2,0.0,1528.8
T105818,2023-12-25,P0034,C00178,West,-4.0,10038.95,,34132.43
T103806,08/03/2024,P0037,C00119,South,5.0,8484.46,0.1,38180.07
T105920,2023-05-04,P0028,C00025,South,,13737.15,0.0,54948.6
T105540,05/24/2023,P0036,C00207,Central,1.0,,0.15,3595.18
T102589,01/07/2023,P0037,C00184,East,3.0,8484.46,0.0,25453.38
T105640,04-Mar-2023,P0029,C00129,Central  ,6.0,12773.07,0.0,76638.42
T100303,2025-12-29,P0030,C00079,South,1.0,6824.34,0.0,6824.34
T105140,03/24/2023,P0009,C00228,South,1.0,11247.7,0.0,11247.7
T103299,2024-04-03,P0030,C00039,North,1.0,6824.34,0.0,6824.34
T106465,03/09/2024,P0022,C00186,North,4.0,3102.81,0.1,"₹11,170.12"
T105386,2025-05-23,P0003,C00073,South,6.0,10949.99,0.0,65699.94
T106403,06/25/2024,P0026,C00188,North,1.0,13905.57,0.05,13210.29
T101436,18/12/2025,P0028,C00053,West,1.0,13737.15,0.1,12363.44
T106319,2024-05-20,P0039,C00043,West,3.0,14579.92,0.0,43739.76
T106595,05-Mar-2023,P0027,C00112,South,4.0,9818.49,0.0,39273.96
T100376,07/10/2025,P0034,C00245,Central,2.0,10038.95,0.0,20077.9
T101869,12/31/2023,P0033,C00220,,6.0,10082.29,0.0,60493.74
T108941,03/11/2023,P0009,C00188,North,4.0,11247.7,0.0,44990.8
T106270,2024-02-25,P0026,C00057,East,5.0,13905.57,0.05,66051.46
T101834,25-Sep-2025,P0023,C00074,East,2.0,10713.43,0.05,20355.52
T101658,2024-09-11,P0019,C00044,South,5.0,6013.99,0.15,25559.46
T100755,2025-04-29,P0035,C00173,Central,8.0,8930.77,0.0,"₹71,446.16"
T107063,19/02/2024,P0011,C00186,North,5.0,8863.25,0.0,44316.25
T108745,2025-07-22,P0025,C00090,SOUTH ,7.0,,0.0,3201978.5
T104328,03-Nov-2023,P0031,C00139,South,12.0,1566.84,0.0,18802.08
T100290,14/05/2024,P0026,C00244,South,2.0,13905.57,0.05,26420.58
T102236,29-May-2023,P0034,C00038,West,1.0,10038.95,0.0,10038.95
T104951,2023-12-14,P0016,C00245,Central,4.0,2604.21,0.0,10416.84
T100805,21-Jul-2025,P0006,C00159,North,4.0,7884.39,0.1,28383.8
T102118,05/06/2023,P0035,C00181,South,1.0,8930.77,0.05,8484.23
T105950,19-May-2023,P0002,C00206,North,4.0,13910.88,0.0,55643.52
T105758,01/06/2025,P0004,C00124,West,2.0,4999.13,0.0,9998.26
T100501,2023-01-08,P0013,C00184,East,4.0,9164.46,,36657.84
T103102,16-Aug-2024,P0020,C00084,North,5.0,4508.3,0.0,22541.5
T105162,04/04/2023,P0011,C00103,West,4.0,8863.25,0.0,35453.0
T108517,2023-02-04,P0016,C00138,Central,4.0,2604.21,0.0,"₹10,416.84"
T101539,12/06/2025,P0011,C00139,South,3.0,8863.25,0.0,26589.75
T105067,2024-01-31,P0001,C00001,West,5.0,6017.98,0.0,30089.9
T101211,03/07/2025,P0034,C00152,North,1.0,10038.95,0.0,10038.95
T102996,12/06/2023,P0032,C00176,East,4.0,5656.65,0.0,22626.6
T107754,2024-10-15,P0026,C00175,East,7.0,13905.57,0.0,97338.99
T108761,2024-04-18,P0038,C00045,West,7.0,5836.46,0.0,40855.22
T100672,12/28/2024,P0036,C00241,South,1.0,4229.62,0.0,4229.62
T106580,14-Aug-2024,P0011,C00024,South,8.0,8863.25,0.0,70906.0
T105292,10/09/2023,P0008,C00204,Central,9.0,499.0,0.05,4266.45
T106865,2024-02-07,P0026,C00001,West,5.0,13905.57,0.0,69527.85
T104055,2025-03-24,P0033,C00144,West,3.0,10082.29,0.0,30246.87
T105268,2023-07-21,P0021,C00091,Central,3.0,359.09,0.1,969.54
T107835,2024-05-19,P0031,C00121,East,6.0,1566.84,0.0,9401.04
T101464,10/15/2025,P0005,C00074,East,12.0,8621.09,0.05,98280.43
T105911,12/06/2025,P0009,C00102,Central,5.0,11247.7,0.0,56238.5
T107874,28/02/2025,P0033,C00052,East,6.0,10082.29,0.05,57469.05
T101192,27-Nov-2023,P0004,C00059,North,1.0,4999.13,0.0,4999.13
T106695,27/07/2023,P0034,C00069,Central,1.0,10038.95,0.2,8031.16
T102264,11/12/2023,P0022,C00029,East,9.0,3102.81,0.0,27925.29
T100421,14/06/2023,P0037,C00236,East,3.0,8484.46,0.0,25453.38
T100505,04/29/2024,P0040,C00004,,3.0,12756.37,,38269.11
